PTM#,Final determination,genetic match/notes,Determination in the field,Vial in Martone Lab?,Extracted?,Date of Extraction,PCR date (psbA),psbA sequence?,PCR date (CO1),CO1 sequence?,PCR date (rbcL),RbcL sequence?,SSU sequence?,Red/Coralline/Green/Brown,Locality,Date Collected,Notes,Accession #,Missing accession,Habitat,Fragments available?,Latitude,Longitude,Main Collector,Other collectors,Determiners
100,NA,no genetic sample taken,Neoptilota hypnoides,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kyuquot, Site 1, BC",26-May-2009,found under Phyllo Sp. Epilithic,NA,Y,vertical wall,NA,NA,NA,NA,NA,NA
101,NA,no genetic sample taken,Fauchea laciniata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kyuquot, Site 1, BC",26-May-2009,found under Phyllo Sp. Epilithic,NA,Y,vertical wall,NA,NA,NA,NA,NA,NA
102,NA,no genetic sample taken,Polyneura latissima,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kyuquot, Site 1, BC",26-May-2009,found under Phyllo Sp. Epilithic,NA,Y,vertical wall,NA,NA,NA,NA,NA,NA
103,NA,no genetic sample taken,Opuntiella californica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kyuquot, Site 1, BC",26-May-2009,found under Phyllo Sp. Epilithic,NA,Y,vertical wall,NA,NA,NA,NA,NA,NA
104,NA,psbA failed,Bossiella gardneri,NA,yes,4/17/2013,14i14,NA,NA,NA,NA,NA,NA,Coralline,"Kyuquot, Site 1, BC",26-May-2009,NA,A88631,NA,low intertidal,NA,NA,NA,NA,NA,NA
105,Bossiella manzae,rbcL,Bossiella plumosa,NA,yes,24/4/2013,14i14,X (July 2014) CJ,NA,NA,NA,NA,NA,Coralline,"Kyuquot, Site 1, BC",26-May-2009,NA,A88632,NA,"lower mid intertidal, under Hedophyllum",NA,NA,NA,NA,NA,NA
106,Bossiella californica,NA,Bossiella chilensis,NA,NA,NA,NA,NA,NA,NA,NA,x (PG),NA,Coralline,"Kyuquot, Site 1, BC",26-May-2009,NA,A88633,NA,lower mid intertidal,NA,NA,NA,NA,NA,NA
107,Chiharaea americana f. bodegensis,NA,Chiharaea bodegensis,NA,NA,NA,NA,NA,NA,NA,NA,x (PG),NA,Coralline,"Kyuquot, Site 1, BC",26-May-2009,NA,A88634,NA,"low intertidal, under Phyllospadix",NA,NA,NA,NA,NA,NA
108,Bossiella reptans,NA,Bossiella sp.,NA,NA,NA,NA,NA,NA,NA,NA,x (PG),NA,Coralline,"Kyuquot, Site 1, BC",26-May-2009,creeping caespitose like B.schmittii??,A88635,NA,"low intertidal, under Phyllospadix",NA,NA,NA,NA,NA,NA
109,Corallina sp. 1frondescens,- needs forward,Corallina var. officinalis,NA,yes,4/17/2013,14i14,NA,NA,NA,NA,NA,NA,Coralline,"Kyuquot, Site 1, BC",26-May-2009,NA,A88636,NA,"Mid intertidal tidepool, under Phyllospadix",NA,NA,NA,NA,NA,NA
110,Corallina officinalis var. chilensis,NA,Corallina sp.,NA,NA,NA,NA,NA,NA,NA,NA,x (PG),NA,Coralline,"Kyuquot, Site 1, BC",26-May-2009,NA,A88637,NA,"lower mid intertidal, under Hedophyllum",NA,NA,NA,NA,NA,NA
111,Corallina officinalis var. chilensis,NA,Corallina sp.,NA,NA,NA,NA,NA,NA,NA,NA,x (PG),NA,Coralline,"Kyuquot, Site 1",26-May-2009,NA,A88638,NA,"lower mid intertidal, under Hedophyllum, same location as -110",NA,NA,NA,NA,NA,NA
112,Bossiella californica,NA,Bossiella californica (?),NA,NA,NA,NA,NA,NA,NA,NA,x (PG),NA,Coralline,"Kyuquot, Site 1",26-May-2009,"beefy like calliathron, but loaded with concepticles, dorsi-ventral",A88639,NA,low intertidal under Pleurophycus and Egregia,NA,NA,NA,NA,NA,NA
113,Bossiella frondescens,NA,Corallina frondescens,NA,yes,4/17/2013,NA,NA,NA,NA,NA,x (PG),NA,Coralline,"Kyuquot, Site 4, BC",26-May-2009,teretapices in some places,A88640,NA,"mid intertidal, under Hedophyllum",NA,NA,NA,NA,NA,NA
114,NA,did not attempt because we have enough C. vancouveriensis sequences,Corallina vancouveriensis,NA,yes,24/4/2013,NA,NA,NA,NA,NA,NA,NA,Coralline,"Kyuquot, Site 3, BC",26-May-2009,broad and bushy,A88641,NA,"mid intertidal, under Hedophyllum",NA,NA,NA,NA,NA,NA
115,NA,did not attempt because we have enough C. vancouveriensis sequences,Corallina vancouveriensis,NA,yes,24/4/2013,NA,NA,NA,NA,NA,NA,NA,Coralline,"Kyuquot, Site 3, BC",26-May-2009,"slender, less branched in a tidepool",A88642,NA,"high intertidal, tidepool",NA,NA,NA,NA,NA,NA
116,Mesophyllum conchatum,"psbA failed, Paul sequenced rbcL",Clathromorphum parcum,NA,NA,NA,14i14,NA,NA,NA,NA,NA,NA,Coralline,"Kyuquot, Site 2, BC",26-May-2009,currled over calliarthron,A88643,NA,low intertidal on Calliarthron tuberculosum,NA,NA,NA,NA,NA,NA
117,Mesophyllum conchatum,NA,Clathromorphum parcum (?),NA,NA,NA,NA,NA,NA,NA,NA,x (PG),NA,Coralline,"Kyuquot, Site 2, BC",26-May-2009,"not curved, less disk shaped, but stalk less",A88644,NA,low intertidal on Calliarthron tuberculosum,NA,NA,NA,NA,NA,NA
118,Bossiella frondifera,NA,Bossiella frondifera,NA,NA,NA,NA,NA,NA,NA,NA,x (PG),NA,Coralline,"Kyoquot, Island across 100 m channel from Grassy Island, BC",27-May-2009,"
",A88645,NA,lower mid intertidal,NA,NA,NA,NA,NA,NA
119,Corallina officinalis var. chilensis,NA,Corallina officinalis,NA,NA,NA,NA,NA,NA,NA,NA,x (PG),NA,Coralline,"Kyoquot, Island across 100 m channel from Grassy Island, BC",27-May-2009,"
",A88646,NA,lower mid intertidal,NA,NA,NA,NA,NA,NA
120,Bossiella frondifera,NA,Bossiella frondifera [initially identified as Bossiella plumosa],NA,NA,NA,NA,NA,NA,NA,NA,x (PG),NA,Coralline,"Kyoquot, Island across 100 m channel from Grassy Island, BC",27-May-2009,"not dense short determinant branching ""chips""",A88647,NA,"upper low intertidal, above Phyllospadix",NA,NA,NA,NA,NA,NA
121,Chiharaea americana f. bodegensis,NA,Chiharaea bodegensis,NA,NA,NA,NA,NA,NA,NA,NA,x (PG),NA,Coralline,"Kyoquot, Island across 100 m channel from Grassy Island, BC",27-May-2009,"
",A88648,NA,"very low intertidal, under Phyllospadix",NA,NA,NA,NA,NA,NA
122,NA,did not attempt because we have enough C. silvae sequences,Chiharaea sp.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Coralline,"Kyoquot, Island across 100 m channel from Grassy Island, BC",27-May-2009,"clustered uprights, no flower like founds",A88649,NA,"low intertidal, under Phyllospadix and Egregia, 1m higher than -121",NA,NA,NA,NA,NA,NA
123,Pseudolithophyllum muricatum spp.,"paul rbcL match, said he will generate psbA",Lithophyllum sp.,NA,NA,NA,NA,NA,NA,NA,NA,x(pg),NA,Coralline,"Kyoquot, Island across 100 m channel from Grassy Island, BC",27-May-2009,smoth pink crust,A88650,NA,low under Phyllospadix competing with -121,NA,NA,NA,NA,NA,NA
124,NA,NA,Mazzaella sanguinea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kyoquot, Island across 100 m channel from Grassy Island, BC",27-May-2009,"lone blade, thick, not iridescent, brown red",NA,Y,"low intertidal, near Phyllospadix",NA,NA,NA,NA,NA,NA
125,NA,NA,Opuntiella californica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kyoquot, Island across 100 m channel from Grassy Island, BC",27-May-2009,beautiful specimen!,NA,Y,subtidal ~7m coll:RLGM,NA,NA,NA,NA,NA,NA
126,NA,NA,Mazzaella phyllocarpa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kyuquot, Site 1, BC",29-May-2009,NA,NA,Y,lower intertidal with hedophyllum,NA,NA,NA,NA,NA,NA
127,Calliarthron tuberculosum,NA,Calliarthron tuberculosum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Coralline,"Kyuquot, Site 1, BC",29-May-2009,"broad, foliose morph",A88654,NA,lower mid tidepool,NA,NA,NA,NA,NA,NA
128,Calliarthron tuberculosum,NA,Calliarthron tuberculosum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Coralline,"Kyuquot, Site 1, BC",29-May-2009,terete morph,A88655,NA,lower mid tidepool,NA,NA,NA,NA,NA,NA
129,Bossiella schmittii,NA,Bossiella schmittii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Coralline,"Kyoquot, Thornton Island, BC",29-May-2009,NA,A88656,NA,subtidal,NA,NA,NA,NA,NA,NA
130,Bossiella plumosa,NA,Bossiella frondifera,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Coralline,"Prasiola Pt, Bamfield, BC",25-Jun-2009,"tall, resembles B. gardner, spindly",A88657,NA,mid intertidal,NA,NA,NA,NA,NA,NA
131,Corallina officinalis var. chilensis,NA,Corallina officinalis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Coralline,"Prasiola Pt, Bamfield, BC",25-Jun-2009,NA,A88658,NA,lower mid intertidal tidepool,NA,NA,NA,NA,NA,NA
132,Bossiella frondifera,NA,Bossiella frondifera,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Coralline,"Prasiola Pt, Bamfield, BC",25-Jun-2009,turfy densley branched,A88659,NA,lower mid intertidal near Hedophyllum,NA,NA,NA,NA,NA,NA
133,Corallina officinalis var. chilensis,NA,Corallina officinalis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Coralline,"Prasiola Pt, Bamfield, BC",25-Jun-2009,reporductive,A88660,NA,lower mid intertidal,NA,NA,NA,NA,NA,NA
134,Bossiella frondescens,NA,Corallina frondescens,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Coralline,"Prasiola Pt, Bamfield, BC",25-Jun-2009,teret apices frequently finer than  PTM 132,A88661,NA,lower mid intertidal,NA,NA,NA,NA,NA,NA
136,NA,did not attempt because we have enough C. tuberculosum sequences,Calliarthron tuberculosum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Coralline,"Sombrio Point, Vancouver Island",9-Feb-2009,"260mm long, huge Horley ?cokoated?",A88662,NA,exposed bench and in tidepool,NA,NA,NA,NA,NA,NA
137,Bossiella frondifera,NA,Bossiella frondifera,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Coralline,"Sombrio Point, Vancouver Island",9-Feb-2009,NA,A88663,NA,exposed bench and in tidepool,NA,NA,NA,NA,NA,NA
138,NA,did not attempt because we have enough C. vancouveriensis sequences,Corallina vancouveriensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Coralline,"Sombrio Point, Vancouver Island",9-Feb-2009,NA,A88664,NA,exposed bench and in tidepool,NA,NA,NA,NA,NA,NA
139,NA,did not attempt because we have enough C. officinalis sequences,Corallina officinalis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Coralline,"Sombrio Point, Vancouver Island",9-Feb-2009,NA,A88665,NA,exposed bench and in tidepool,NA,NA,NA,NA,NA,NA
140,Johansenia macmillanii,NA,Serraticardia macmillanii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Coralline,"Sombrio Point, Vancouver Island",9-Feb-2009,NA,A88666,NA,exposed bench and in tidepool,NA,NA,NA,NA,NA,NA
141,Neopolyporolithon reclinatum,NA,Mesophyllum reclinatum,NA,yes,5/7/2013,14i14,X (July 2014) CJ,NA,NA,NA,NA,NA,Coralline,"Sombrio Point, Vancouver Island",9-Feb-2009,NA,A88667,NA,"epiphytic on Corallina, exposed bench and in tidepool",NA,NA,NA,NA,NA,NA
142,NA,did not attempt because we have enough C. vancouveriensis sequences,Corallina vancouveriensis,NA,yes,5/7/2013,NA,NA,NA,NA,NA,NA,NA,Coralline,"Brady's Beach, Bamfield, Vancouver Island",12-Jun-2010,NA,A88668,NA,"tidepool, near Brady's Blowhole, on mid to high intertidal",NA,NA,NA,NA,NA,NA
143,"Corallina ""californiensis""",need name from Paul,Corallina vancouveriensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Coralline,"Brady's Beach, Bamfield, Vancouver Island",12-Jun-2010,"faned apices (drawing in book), shorter segments",A88669,NA,"tidepool, sandy",NA,NA,NA,NA,NA,NA
144,"Corallina ""californiensis""",need name from Paul,Corallina vancouveriensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Coralline,"Brady's Beach, Bamfield, Vancouver Island",12-Jun-2010,NA,A88670,NA,tidepool near sandy beach,NA,NA,NA,NA,NA,NA
145,Bossiella frondescens,NA,Corallina frondescens,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Coralline,"Brady's Beach, Bamfield, Vancouver Island",12-Jun-2010,NA,A88671,NA,"tidepool, near Brady's Blowhole, on mid to high intertidal",NA,NA,NA,NA,NA,NA
146,"Corallina ""californiensis""",need name from Paul,Corallina vancouveriensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Coralline,"Brady's Blowhole, Bamfield, Vancouver Island",12-Jun-2010,NA,A88672,NA,high hot tidepool,NA,NA,NA,NA,NA,NA
147,Bossiella frondescens,HIGHLY REPRODUCTIVE - NEED TO IMAGE,Corallina frondescens,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Coralline,"Brady's Beach, Bamfield, Vancouver Island",12-Jun-2010,NA,A88673,NA,tidepool,NA,NA,NA,NA,NA,NA
148,NA,did not attempt because we have enough C. tuberculosum sequences,Calliarthron tuberculosum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Coralline,"Seppings Island, Bamfield, Vancouver Island",15-Jun-2010,NA,A88674,NA,"Epilithic, exposed intertidal habitat",NA,NA,NA,NA,NA,NA
149,Bossiella manzae,- needs forward (far out),Bossiella sp.,NA,yes,5/7/2013,14i14,NA,NA,NA,NA,yes rbcL 3' end,NA,Coralline,"Seppings Island, Bamfield, Vancouver Island",15-Jun-2010,NA,A88675,NA,"Mid intertidal, lies flat on rocks with a diameter of approx 0.6 m",NA,NA,NA,NA,NA,NA
150,Bossiella frondescens,NA,Corallina frondescens,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Coralline,"Brady's Blowhole, Bamfield, Vancouver Island",12-Jun-2010,NA,A88676,NA,"Mid-High intertidal tidepool, tidepool large and fringed with dense coralline algae",NA,NA,NA,NA,NA,NA
151,Bossiella californica,NA,Bossiella sp.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Coralline,"Seppings Island, Bamfield, Vancouver Island",15-Jun-2010,NA,A88677,NA,On rocks in mid-intertidal,NA,NA,NA,NA,NA,NA
152,Bossiella sp. 5chiloensis,NA,Bossiella sp.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Coralline,"Botanical Beach, Vancouver Island",15-Jun-2010,NA,A88678,NA,Tidepools in mid-intertidal,NA,NA,NA,NA,NA,NA
153,NA,did not attempt because we have enough C. vancouveriensis sequences,Corallina vancouveriensis,NA,yes,5/7/2013,NA,NA,NA,NA,NA,NA,NA,Coralline,"400 m south of Limekiln, Friday Harbor Labs",2009 Sept 13,NA,A88679,NA,Mid intertidal,NA,NA,NA,NA,NA,NA
154,Bossiella plumosa,re-extracted - originially determined as manzae - but when re-extracted found B. 7plum,Bossiella frondifera,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Coralline,"Botanical Beach, Port Renfrew, Vancouver Island",9-Jul-2010,potentially re-extract,A88680,NA,Lower exposed mid-intertidal,NA,NA,NA,NA,NA,NA
155,Bossiella frondescens,NA,"Bossiella ""not-frondifera""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Coralline,"Botanical Beach, Port Renfrew, Vancouver Island",9-Jul-2010,NA,A88681,NA,Lower exposed mid-intertidal,NA,NA,NA,NA,NA,NA
156,Corallina vancouveriensis,NA,Corallina vancouveriensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Coralline,"Botanical Beach, Port Renfrew, Vancouver Island",9-Jul-2010,NA,A88682,NA,Lower exposed mid-intertidal,NA,NA,NA,NA,NA,NA
157,NA,did not attempt because we have enough Johansenia sequences,Serraticardia macmillanii,NA,yes,5/7/2013,NA,NA,NA,NA,NA,NA,NA,Coralline,"Botanical Beach, Port Renfrew, Vancouver Island",9-Jul-2010,NA,A88683,NA,Lower exposed mid-intertidal,NA,NA,NA,NA,NA,NA
158,Corallina vancouveriensis,NA,Corallina vancouveriensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Coralline,"Site 1, Botanical Beach, Port Renfrew, Vancouver Island",11-Jul-2010,NA,A88684,NA,"Hanging like pendent off vertical wall,",NA,NA,NA,NA,NA,NA
159,Bossiella reptans,- strange position on tree,Bossiella frondifera ?,NA,yes,5/7/2013,14i14,NA,NA,NA,NA,NA,NA,Coralline,"Site 1, Botanical Beach, Port Renfrew, Vancouver Island",11-Jul-2010,NA,A88685,NA,2 m below Postelsia,NA,NA,NA,NA,NA,NA
160,Bossiella plumosa,rbcL 1387 - strange position on psba tree,Bossiella frondifera ?,NA,yes,5/7/2013,14i14,NA,NA,NA,NA,NA,NA,Coralline,"Site 1, Botanical Beach, Port Renfrew, Vancouver Island",11-Jul-2010,NA,A88686,NA,2 m below Postelsia,NA,NA,NA,NA,NA,NA
161,Corallina vancouveriensis,NA,Corallina vancouveriensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Coralline,"Site 1, Botanical Beach, Port Renfrew, Vancouver Island",11-Jul-2010,NA,A88687,NA,Upper mid intertidal on bare rock,NA,NA,NA,NA,NA,NA
162,Neopolyporolithon reclinatum,NA,Mesophyllum lamellatum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Coralline,"Site 1, Botanical Beach, Port Renfrew, Vancouver Island",11-Jul-2010,NA,A88688,NA,"On Bossiella frondifera, in tidepool, low-mid intertidal",NA,NA,NA,NA,NA,NA
163,Corallina vancouveriensis,NA,Corallina vancouveriensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Coralline,"Site 1, Botanical Beach, Port Renfrew, Vancouver Island",11-Jul-2010,NA,A88689,NA,"Under Saccharina sessile, in Jenn Jorve's plots, low intertidal",NA,NA,NA,NA,NA,NA
164,Bossiella frondifera,NA,Bossiella frondifera,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Coralline,"Site 1, Botanical Beach, Port Renfrew, Vancouver Island",11-Jul-2010,NA,A88690,NA,"Under Saccharina sessile, in Jenn Jorve's plots, low intertidal",NA,NA,NA,NA,NA,NA
165,Bossiella plumosa,NA,Bossiella frondifera,NA,yes,5/7/2013,14i14,X (July 2014) CJ,NA,X (July 2014) CJ,NA,NA,NA,Coralline,"Site 1, Botanical Beach, Port Renfrew, Vancouver Island",11-Jul-2010,found with barnacles and mussels,A88691,NA,"Shallow exposed tidepool, upper mid with mussels and barnacles",NA,NA,NA,NA,NA,NA
166,Bossiella manzae,rbcL 3' end,Corallina frondescens,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Coralline,"Site 1, Botanical Beach, Port Renfrew, Vancouver Island",11-Jul-2010,lone bunch with ptilota and microcladia borealis,A88692,NA,Under Saccharina sessile in low-mid intertidal,NA,NA,NA,NA,NA,NA
167,Bossiella manzae,rbcL 3' end,Corallina frondescens,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Coralline,"Site 1, Botanical Beach, Port Renfrew, Vancouver Island",11-Jul-2010,NA,A88693,NA,Under Hedophyllum and Egregia in lower mid intertidal,NA,NA,NA,NA,NA,NA
168,Corallina officinalis var. chilensis,NA,Corallina officinalis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Coralline,"Site 1, Botanical Beach, Port Renfrew, Vancouver Island",11-Jul-2010,NA,A88694,NA,"Lower mid intertidal, under rock overhang",NA,NA,NA,NA,NA,NA
169,Bossiella frondescens,NA,Corallina frondescens,NA,yes,5/10/2013,NA,NA,NA,NA,NA,NA,NA,Coralline,"Site 1, Botanical Beach, Port Renfrew, Vancouver Island",11-Jul-2010,NA,A88695,NA,in very high tide pool,NA,NA,NA,NA,NA,NA
170,Chiharaea silvae,NA,Chiharaea sp.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Coralline,"Site 1, Botanical Beach, Port Renfrew, Vancouver Island",11-Jul-2010,NA,A88696,NA,"Under Phyllospadix and Lessoniopsis, low intertidal",NA,NA,NA,NA,NA,NA
171,NA,did not attempt because we have enough C. silvaesequences,Chiharaea silvae,NA,yes,5/10/2013,NA,NA,NA,NA,NA,NA,NA,Coralline,"Site 1, Botanical Beach, Port Renfrew, Vancouver Island",11-Jul-2010,NA,A88697,NA,"On mussel, low intertidal with Lessoniopsis and urchin holes",NA,NA,NA,NA,NA,NA
172,Chiharaea silvae,NA,Chiharaea sprouts?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Coralline,"Site 1, Botanical Beach, Port Renfrew, Vancouver Island",11-Jul-2010,NA,A88698,NA,"On rock, dense patch, low intertidal with Lessoniopsis",NA,NA,NA,NA,NA,NA
173,Corallina vancouveriensis,NA,Corallina vancouveriensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Coralline,"Site 1, Botanical Beach, Port Renfrew, Vancouver Island",11-Jul-2010,NA,A88699,NA,"Lower mid intertidal, exposed spot",NA,NA,NA,NA,NA,NA
174,Corallina officinalis var. chilensis,NA,Corallina officinalis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Coralline,"Botanical Beach, Port Renfrew, Vancouver Island",10-Jul-2010,NA,A88700,NA,"Tidepool in mid intertidal, just above Hedophyllum",NA,NA,NA,NA,NA,NA
175,NA,psbA failed,Mesophyllum vancouveriense,NA,yes; re-extracted 27xi13,5/10/2013,14i14,NA,NA,NA,NA,NA,NA,Coralline,"Botanical Beach, Port Renfrew, Vancouver Island",10-Jul-2010,NA,A88701,NA,Engulfing C. vancouveriensis in high intertidal tidepool with Phyllospadix,NA,NA,NA,NA,NA,NA
176,Bossiella plumosa,NA,Bossiella frondifera,NA,yes,5/10/2013,NA,NA,NA,NA,NA,PG sequenced,NA,Coralline,"Botanical Beach, Port Renfrew, Vancouver Island",11-Jul-2010,Voucher for Fisher and Martone 2013,A88702,NA,"Low intertidal, near Postelsia and under Hedophyllum",NA,NA,NA,NA,NA,NA
177,Corallina vancouveriensis,NA,Corallina vancouveriensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Coralline,"Botanical Beach, Port Renfrew, Vancouver Island",11-Jul-2010,Voucher for Fisher and Martone 2013,A88703,NA,"Low intertidal, near Postelsia and under Hedophyllum",NA,NA,NA,NA,NA,NA
178,Bossiella plumosa,NA,Bossiella frondifera,NA,yes,5/10/2013,NA,NA,NA,NA,NA,PG sequenced,NA,Coralline,"Botanical Beach, Port Renfrew, Vancouver Island",11-Jul-2010,Voucher for Fisher and Martone 2013,A88704,NA,Upper mid intertidal,NA,NA,NA,NA,NA,NA
179,Corallina vancouveriensis,NA,Corallina vancouveriensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Coralline,"Botanical Beach, Port Renfrew, Vancouver Island",11-Jul-2010,Voucher for Fisher and Martone 2013,A88705,NA,Upper mid intertidal,NA,NA,NA,NA,NA,NA
180,Bossiella frondifera,Bossiella frondifera,Bossiella frondifera,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Coralline,"Site 1, Botanical Beach, Port Renfrew, Vancouver Island",11-Jul-2010,NA,A88706,NA,"low intertidal, 2 m below Postelsia",NA,NA,NA,NA,NA,NA
181,Bossiella frondifera,Bossiella frondifera,Bossiella frondifera,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Coralline,"Site 1, Botanical Beach, Port Renfrew, Vancouver Island",11-Jul-2010,NA,A88707,NA,"low intertidal, 2 m below Postelsia",NA,NA,NA,NA,NA,NA
182,Corallina sp. 1frondescens,NA,Corallina officinalis,NA,yes,5/10/2013,14i14,X (July 2014) CJ,NA,NA,NA,NA,NA,Coralline,"Botanical Beach, Port Renfrew, Vancouver Island",10-Jul-2010,NA,A88708,NA,"mid intertidal tidepool, very exposed",NA,NA,NA,NA,NA,NA
183,Chiharaea silvae,NA,Chiharaea sp.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Coralline,"Botanical Beach, Port Renfrew, Vancouver Island",10-Jul-2010,NA,A88709,NA,"mid intertidal tidepool, very exposed",NA,NA,NA,NA,NA,NA
187,NA,psbA failed,Unidentified coralline crust,NA,yes; re-extracted 20viv13,9/20/2013,27viv13 (used 20viv13 DNA; fail X2),NA,NA,NA,NA,NA,NA,NA,"Botanical Beach, Port Renfrew, Vancouver Island",11-Jul-2010,NA,A88712,NA,"lower mid intertidal, under Hedophyllum plots",NA,NA,NA,NA,NA,NA
188,Pseudolithophyllum sp.19muricatum,NA,Unidentified coralline crust,NA,NA,NA,NA,NA,NA,NA,NA,X (CJ),NA,NA,"Botanical Beach, Port Renfrew, Vancouver Island",11-Jul-2010,NA,A88713,NA,"low intertidal, below Postelsia",NA,NA,NA,NA,NA,NA
189,Pseudolithophyllum sp.19muricatum,NA,Unidentified coralline crust,NA,NA,NA,NA,X (CJ),NA,NA,NA,X (CJ),NA,NA,"Botanical Beach, Port Renfrew, Vancouver Island",11-Jul-2010,NA,A88714,NA,"low intertidal, below Postelsia",NA,NA,NA,NA,NA,NA
190,Pseudolithophyllum sp.19muricatum,NA,Unidentified coralline crust,NA,NA,NA,NA,NA,NA,NA,NA,X (CJ),NA,NA,"Botanical Beach, Port Renfrew, Vancouver Island",11-Jul-2010,NA,A88715,NA,"low intertidal, below Postelsia",NA,NA,NA,NA,NA,NA
191,NA,psbA failed,Unidentified coralline crust,NA,yes; re-extracted 20viv13,9/20/2013,27viv13 (used 20viv13 DNA; fail X2),NA,NA,NA,NA,NA,NA,NA,"Botanical Beach, Port Renfrew, Vancouver Island",11-Jul-2010,NA,A88716,NA,"low intertidal, below Postelsia",NA,NA,NA,NA,NA,NA
192,Pseudolithophyllum sp.19muricatum,NA,Unidentified coralline crust,NA,NA,NA,NA,NA,NA,NA,NA,X (CJ),NA,NA,"Botanical Beach, Port Renfrew, Vancouver Island",11-Jul-2010,NA,A88717,NA,"low intertidal, below Postelsia",NA,NA,NA,NA,NA,NA
193,NA,gave up since not amplifying,Unidentified coralline crust Leptophytum?,NA,yes; re-extracted 20viv13,9/20/2013,27viv13 (used 20viv13 DNA; fail X2),NA,NA,NA,NA,NA,NA,NA,"Botanical Beach, Port Renfrew, Vancouver Island",11-Jul-2010,NA,A88718,NA,"low intertidal, below Postelsia",NA,NA,NA,NA,NA,NA
194,Pseudolithophyllum sp. 2whidbeyense,sequenced by Paul,Unidentified coralline crust,NA,NA,NA,NA,NA,NA,NA,NA,X (PWG),NA,NA,"Botanical Beach, Port Renfrew, Vancouver Island",11-Jul-2010,NA,A88719,NA,"low intertidal, below Postelsia",NA,NA,NA,NA,NA,NA
195,Pseudolithophyllum sp.19muricatum,NA,Unidentified coralline crust,NA,NA,NA,NA,NA,NA,NA,NA,X (CJ),NA,NA,"Botanical Beach, Port Renfrew, Vancouver Island",11-Jul-2010,NA,A88720,NA,"low intertidal, below Postelsia",NA,NA,NA,NA,NA,NA
196,NA,gave up since not amplifying,Bossiella californica,NA,yes; re-extracted 20viv13,9/20/2013,27viv13 (used 20viv13 DNA; fail X2),NA,NA,NA,NA,NA,NA,Coralline,"Carmel Bay, CA",16-Nov-2009,NA,A89447,NA,"Subtidal, on rock",NA,NA,NA,NA,NA,NA
